Downloaded from wid.world on 21-05-2021 at 15:14:21
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2005;0.4383
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2006;0.4444
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2008;0.4306
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2010;0.4306
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2012;0.4252
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2014;0.4213
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2016;0.4279
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2018;0.4315
Afghanistan;"sptinc_p90p100_z_AF
Pre-tax national income
Top 10% | share
";p90p100;2019;0.4315
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2005;0.1607
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2006;0.1587
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2008;0.1655
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2010;0.1653
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2012;0.1682
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2014;0.171
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2016;0.1672
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2018;0.1658
Afghanistan;"sptinc_p0p50_z_AF
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2019;0.1658
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2005;0.5704
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2006;0.5718
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2008;0.5712
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2010;0.5627
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2012;0.5579
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2014;0.5503
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2016;0.5457
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2018;0.5431
Africa;"sptinc_p90p100_z_QB
Pre-tax national income
Top 10% | share
";p90p100;2019;0.5418
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2005;0.0743
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2006;0.074
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2008;0.0742
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2010;0.0757
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2012;0.0782
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2014;0.0807
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2016;0.082
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2018;0.0836
Africa;"sptinc_p0p50_z_QB
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2019;0.084
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2005;0.4553
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2006;0.4829
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2008;0.4667
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2010;0.4612
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2012;0.4699
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2014;0.4588
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2016;
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2018;
Alabama;"sptinc_p90p100_z_US-AL
Pre-tax national income
Top 10% | share
";p90p100;2019;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2005;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2006;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2008;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2010;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2012;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2014;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2016;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2018;
Alabama;"sptinc_p0p50_z_US-AL
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2019;
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2005;0.339
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2006;0.3521
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2008;0.352
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2010;0.3282
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2012;0.3373
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2014;0.3445
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2016;
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2018;
Alaska;"sptinc_p90p100_z_US-AK
Pre-tax national income
Top 10% | share
";p90p100;2019;
Alaska;"sptinc_p0p50_z_US-AK
Pre-tax national income
Bottom 50% | share | adults | equal split
";p0p50;2005;
